hardware,embedding_index,algorithm_index,probability,method
algiers,0,0,0.995090,bellman
algiers,0,1,0.995090,bellman
algiers,0,2,0.999820,bellman
algiers,0,3,0.999930,bellman
algiers,0,4,0.999990,bellman
algiers,0,5,1.000000,bellman
algiers,0,6,1.000000,bellman
algiers,0,7,0.999890,bellman
algiers,0,8,1.000000,bellman
algiers,0,9,0.999890,bellman
algiers,0,10,1.000000,bellman
algiers,0,11,1.000000,bellman
algiers,0,12,0.004910,bellman
algiers,0,13,0.004910,bellman
algiers,0,14,0.000180,bellman
algiers,0,15,0.000070,bellman
algiers,0,16,0.000110,bellman
algiers,0,17,0.000000,bellman
algiers,0,18,0.000110,bellman
algiers,0,19,0.995090,bellman
algiers,0,20,0.999930,bellman
algiers,0,21,1.000000,bellman
algiers,0,22,0.995090,bellman
algiers,0,23,0.995090,bellman
algiers,0,24,0.995090,bellman
algiers,0,25,0.995090,bellman
algiers,0,26,0.995090,bellman
algiers,0,27,0.995090,bellman
algiers,0,28,0.995090,bellman
algiers,0,29,0.994980,convex
algiers,0,30,0.995090,convex
algiers,0,31,0.999710,convex
algiers,0,32,0.999930,convex
algiers,0,33,0.999980,convex
algiers,0,34,1.000000,convex
algiers,0,35,0.994270,convex
algiers,0,36,0.995020,convex
algiers,0,37,0.999710,convex
algiers,0,38,0.999930,convex
algiers,0,39,0.999800,convex
algiers,0,40,1.000000,convex
algiers,0,41,0.995060,convex
algiers,0,42,0.999650,convex
algiers,0,43,0.999930,convex
algiers,0,44,0.999980,convex
algiers,0,45,1.000000,convex
algiers,0,46,0.990260,convex
algiers,0,47,0.995050,convex
algiers,0,48,0.999710,convex
algiers,0,49,0.999930,convex
algiers,0,50,0.999790,convex
algiers,0,51,1.000000,convex
algiers,0,52,0.994820,convex
algiers,0,53,0.995070,convex
algiers,0,54,0.999710,convex
algiers,0,55,0.999930,convex
algiers,0,56,0.999980,convex
algiers,0,57,1.000000,convex
algiers,0,58,0.995010,convex
algiers,0,59,0.999710,convex
algiers,0,60,0.999930,convex
algiers,0,61,0.999810,convex
algiers,0,62,1.000000,convex
algiers,0,63,0.999710,convex
algiers,0,64,0.999980,convex
algiers,0,65,1.000000,convex
algiers,0,66,0.995030,convex
algiers,0,67,0.999710,convex
algiers,0,68,0.999930,convex
algiers,0,69,0.999980,convex
algiers,0,70,1.000000,convex
algiers,0,71,0.994990,convex
algiers,0,72,0.999710,convex
algiers,0,73,0.999930,convex
algiers,0,74,0.999790,convex
algiers,0,75,1.000000,convex
algiers,0,76,0.995020,convex
algiers,0,77,0.999710,convex
algiers,0,78,0.999930,convex
algiers,0,79,0.999820,convex
algiers,0,80,1.000000,convex
algiers,0,81,0.994700,convex
algiers,0,82,0.995070,convex
algiers,0,83,0.999710,convex
algiers,0,84,0.999930,convex
algiers,0,85,0.999980,convex
algiers,0,86,1.000000,convex
algiers,0,87,0.993580,convex
algiers,0,88,0.995000,convex
algiers,0,89,0.999710,convex
algiers,0,90,0.999930,convex
algiers,0,91,0.999780,convex
algiers,0,92,1.000000,convex
algiers,0,93,0.995000,convex
algiers,0,94,0.999710,convex
algiers,0,95,0.999930,convex
algiers,0,96,0.999800,convex
algiers,0,97,1.000000,convex
algiers,0,98,0.995020,convex
algiers,0,99,0.999710,convex
algiers,0,100,0.999930,convex
algiers,0,101,0.999800,convex
algiers,0,102,1.000000,convex
algiers,0,103,0.831990,convex
algiers,0,104,0.993050,convex
algiers,0,105,0.997000,convex
algiers,0,106,0.999900,convex
algiers,0,107,0.999870,convex
algiers,0,108,1.000000,convex
algiers,0,109,0.995080,convex
algiers,0,110,0.999710,convex
algiers,0,111,0.999930,convex
algiers,0,112,0.999980,convex
algiers,0,113,1.000000,convex
algiers,0,114,1.000000,convex
algiers,0,115,0.990110,convex
algiers,0,116,0.995050,convex
algiers,0,117,0.999630,convex
algiers,0,118,0.999930,convex
algiers,0,119,0.999830,convex
algiers,0,120,1.000000,convex
algiers,0,121,0.994580,convex
algiers,0,122,0.995040,convex
algiers,0,123,0.999710,convex
algiers,0,124,0.999930,convex
algiers,0,125,0.999980,convex
algiers,0,126,1.000000,convex
algiers,0,127,0.994020,convex
algiers,0,128,0.995040,convex
algiers,0,129,0.999710,convex
algiers,0,130,0.999930,convex
algiers,0,131,0.999810,convex
algiers,0,132,1.000000,convex
algiers,0,133,0.995080,convex
algiers,0,134,0.999690,convex
algiers,0,135,0.999930,convex
algiers,0,136,0.999980,convex
algiers,0,137,1.000000,convex
algiers,0,138,0.988120,convex
algiers,0,139,0.995070,convex
algiers,0,140,0.999670,convex
algiers,0,141,0.999930,convex
algiers,0,142,0.999810,convex
algiers,0,143,1.000000,convex
algiers,0,144,0.995070,convex
algiers,0,145,0.999680,convex
algiers,0,146,0.999930,convex
algiers,0,147,0.999980,convex
algiers,0,148,1.000000,convex
algiers,0,149,0.992530,convex
algiers,0,150,0.995000,convex
algiers,0,151,0.999710,convex
algiers,0,152,0.999930,convex
algiers,0,153,0.999780,convex
algiers,0,154,1.000000,convex
algiers,0,155,0.995050,convex
algiers,0,156,0.999640,convex
algiers,0,157,0.999930,convex
algiers,0,158,0.999980,convex
algiers,0,159,1.000000,convex
algiers,0,160,0.995010,convex
algiers,0,161,0.999710,convex
algiers,0,162,0.999930,convex
algiers,0,163,0.999810,convex
algiers,0,164,1.000000,convex
algiers,0,165,0.995040,convex
algiers,0,166,0.999710,convex
algiers,0,167,0.999930,convex
algiers,0,168,0.999980,convex
algiers,0,169,1.000000,convex
algiers,0,170,0.005020,convex
algiers,0,171,0.004800,convex
algiers,0,172,0.000070,convex
algiers,0,173,0.000070,convex
algiers,0,174,0.000000,convex
algiers,0,175,0.000000,convex
algiers,0,176,0.995070,convex
algiers,0,177,0.999690,convex
algiers,0,178,0.999930,convex
algiers,0,179,0.999980,convex
algiers,0,180,1.000000,convex
algiers,0,181,0.993350,convex
algiers,0,182,0.995060,convex
algiers,0,183,0.999710,convex
algiers,0,184,0.999930,convex
algiers,0,185,0.999820,convex
algiers,0,186,1.000000,convex
algiers,0,187,0.994850,convex
algiers,0,188,0.999320,convex
algiers,0,189,0.999930,convex
